debtor_name,Primary Phone,sunbiz_email,Agent Name,Agent Address,Filing Date,Principal Address,Officer Names,enhanced_distress_level,city,sunbiz_doc_num
HONY & BERLY LLC,413-627-3460,cravensbfl@gmail.com,,",  ",,",  ","KIMBERLY      S FISCHETTI, ANTHONY       WJR. FISCHETTI",LOW,NEW SMYRNA BEACH,L24000337019
116 GRILL DISTRICT LLC,813-733-1818,ramygeorgy@hotmail.com,,",  ",,",  ",RAMY GEORGY,LOW,PARRISH,L24000482661
"SJ BBQ CHICKEN 1, INC.",727-452-3284,ERIKAMULTISERVICES@HOTMAIL.COM,,",  ",,",  ","JAY           J CHOO, JAY           JCEO CHOO, ERIKA         P GONZALES LOPEZ, ERIKA         P GONZALES LOPEZ",LOW,WINTER GARDEN,P24000019183
KINGDOM P1 CORPORATION,813-629-0332,FILINGS@SWYFTFILINGS.COM,,",  ",,",  ","ELTON         JR. POWELL, ELTON         SSR. POWELL, ELTON POWELL, ELTON         SSR. POWELL, ELTON         SSR. POWELL",LOW,TALLAHASSEE,P24000058493
J&T SWEETS LLC,646-208-0024,DAVE@REPTAXPRO.COM,,",  ",,",  ","JEFFREY REYNOSO, DAVID BYCK",LOW,DELRAY BEACH,L25000163355
"PASSIDE FOODS, INC.",954-662-2070,RECTIFICADORAROAFL@GMAIL.COM,,",  ",,",  ","Fayola Blackwood, DUWAYNE BLACKWOOD, DUWAYNE BLACKWOOD, LUIS          J ROA, LUIS          M ROA",LOW,COCONUT CREEK,P24000023893
"SUPER SUBS ETC., INC.",305-665-0990,eh@hortasassociates.com,,",  ",,",  ","STEPHANIE HERNANDEZ, JUDSON WINES",LOW,MIAMI,P97000037872
LAKE OK LANDING LLC,224-251-8788,SAMANTHA@hancapitalgroup.com,,",  ",,",  ","ALEXANDER TURIK, Alexander Turik, Samantha Cothern, Nikita Turik",LOW,LINCOLONWOOD,L22000261110
GOLF BREVARD INC.,321-952-4529,ksantos9980@gmail.com,Yurigan Mike,"2374 Oak St, Melbourne Beach 32951",2018-03-28,"2374 Oak Street, Melbourne Beach 32951",Chai: Proctor Steve; PCra: ens James 2374; achl: n Scott 2374 OAK; : Jim 2374 Oak Str; : Bill 2374 Oak Street; : Gail 2374 Oak Street,LOW,MELBOURNE BEACH,N18000003660
"BEAR LAKES COUNTRY CLUB, INC.",561-478-0001,cfo@bearlakes.org,RONSON STEVEN,"1901 VILLAGE BLVD, WEST PALM BEACH 33409",1986-03-21,"1901 VILLAGE BLVD., WEST PALM BEACH 33409-7308",Pres: CAMPBELL JOHN; PDeM: rco Janice L 1901; shna: amy RAJAN J 1901 VIL; : Steven 1901 Village,LOW,WEST PALM BEACH,N13958
HYDE PARK GOLF & COUNTRY CLUB INC,904-786-5410,play@hydepark.golf,,",  ",,",  ",,LOW,JACKSONVILLE,263964
"PALM BEACH NATIONAL GOLF AND COUNTRY CLUB, INC.",561-965-0044,govdocs@corpcreations.com,,",  ",,",  ",,LOW,LAKE WORTH,317630
"SUGAR MILL COUNTRY CLUB, INC.",386-426-5200,payroll@sugarmillcc.com,HITCHNER LORI A,"100 CLUBHOUSE CIR., NEW SMYRNA BEACH 32168",1981-01-27,"100 CLUBHOUSE CIRCLE, NEW SMYRNA BCH 32168",Secr: Kolodinsky Richard H; PSki: ner Mike 2674; ian: Raymond 413 Glen; : Raymond 413 Gleneagl; : Jeffrey 431 Gleneagles D; : Mark H 1108 Loch Lomond Cou,LOW,NEW SMYRNA BEACH,756074
"HIGHLAND WOODS GOLF & COUNTRY CLUB, INC.",239-495-9332,DBEAUDETTE@MERZBACHLAW.COM,Kovalcik Jordan,"9100 HIGHLAND WOODS BLVD, BONITA SPRINGS 34135",1995-02-20,"9100 HIGHLAND WOODS BLVD., BONITA SPRINGS 34135",Pres: Lazar Virginia; PHoe: pner Rose 2639; ffit: s Tom 26251 Su; : Rick 9200 Highlan; : Robert 9400 Highland Wo; : Sandra 26061 Clarkston Driv,LOW,BONITA SPRINGS,N95000000818
"HEALTHY NOURISHMENTS 2GO, LLC",813-898-4848,,,",  ",,",  ",,LOW,WESLEY CHAPEL,
"CAIN FAMILY ENTERPRISES, LLC",904-769-9060,jeremy.cain@firehousesubs.com,,",  ",,",  ","JEFFREY FASSETT, JEFFREY FASSETT, AMY           L FISER, JEREMY        J CAIN, SAMUEL        L LEPRELL",LOW,MACCLENNY,L09000089538
WOODS PROJECTS LLC,407-436-4618,mykeyz73@me.com,,",  ",,",  ","MICHAEL       CII WOODS, MICHAEL       CII WOODS",LOW,LAKE CITY,L23000544863
"SUBWAY 399, INC",850-384-5232,ponce937@gmail.com,,",  ",,",  ","CAROLE        D MCEACHERN, ALBERT        A MCEACHERN, ALBERT        A MCEACHERN, FEDERICO PONCE, FEDERICO PONCE",LOW,GULF BREEZE,P16000092263
"AJEEN, LLC",904-396-9922,accounting@mhospitalityfl.com,,",  ",,",  ","SCOTT         D ALTERS, MATTHEW MEDURE",LOW,JACKSONVILLE,L24000293158
"SCENIC STAYS, LLC",850-654-6217,anne@bbahoa.com,,",  ",,",  ","Lino Maldonado, ANNE          E BOLLINGER, RON WHITFIELD, VICTOR        C WHEELER, ANNE          E BOLLINGER",LOW,DESTIN,L17000223116
"CINNAMON TREE CAFE, L.L.C.",386-341-2205,kodybologna@gmail.com,,",  ",,",  ","KODY KLING, KODY KLING",LOW,PORT ORANGE,L11000136685
PEREZ SERGIO,954-662-4891,,,",  ",,",  ",,LOW,STUART,
"BEACH LUXURY VACATIONS, LLC",850-737-0044,tabitha@beachluxuryvacations.com,,",  ",,",  ","LAUREN        T BIANCO, LAUREN        T BIANCO, Tabitha Marvel, Tabitha Marvel",LOW,MIRAMAR BEACH,L18000052470
